# power spectrum of pi_k * H0 (dimensionless)
# redshift z=0.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  2.703542e-01   8.276889e-14   2.890096e-04   7.738597e-15   168
  2.710765e-01   1.249288e-13   1.372821e-04   9.037952e-15   288
  2.716826e-01   1.082089e-13   1.432656e-04   8.490227e-15   288
  2.723035e-01   6.814443e-14   1.440903e-04   3.761386e-15   432
  2.732042e-01   9.164980e-14   1.362614e-04   7.115182e-15   216
  2.736854e-01   8.438955e-14   1.359739e-04   6.283757e-15   360
  2.745421e-01   8.372989e-14   1.327092e-04   6.595668e-15   312
  2.753154e-01   1.404444e-13   0.000000e+00   1.817035e-14   48
  2.757611e-01   8.896158e-14   1.422834e-04   5.256843e-15   432
  2.765594e-01   7.992929e-14   2.373302e-04   4.486284e-15   414
  2.770308e-01   1.090872e-13   0.000000e+00   7.836350e-15   312
  2.779102e-01   1.008915e-13   2.082441e-04   7.112871e-15   528
  2.785037e-01   1.165953e-13   1.093105e-04   9.335164e-15   264
  2.792167e-01   9.058114e-14   1.296122e-04   5.769406e-15   480
  2.801483e-01   8.604565e-14   0.000000e+00   6.110721e-15   288
  2.805506e-01   7.977597e-14   1.392643e-04   6.900805e-15   168
  2.812867e-01   1.074579e-13   2.204550e-04   6.793287e-15   504
  2.821143e-01   1.257330e-13   3.390842e-09   1.276407e-14   144
  2.826350e-01   7.758168e-14   1.415850e-04   4.344138e-15   464
  2.834173e-01   7.920732e-14   2.077839e-04   4.781865e-15   432
  2.837886e-01   8.688283e-14   0.000000e+00   9.880402e-15   192
  2.847481e-01   8.634885e-14   1.540373e-04   8.759842e-15   396
  2.853147e-01   5.843047e-14   1.383680e-04   4.352090e-15   288
  2.858874e-01   7.123270e-14   1.366839e-04   5.385628e-15   336
  2.868021e-01   7.699106e-14   8.655099e-05   5.420640e-15   432
  2.873827e-01   6.786611e-14   2.243281e-04   3.861805e-15   360
  2.880345e-01   7.089806e-14   1.326934e-04   3.827417e-15   384
  2.889603e-01   7.156649e-14   1.171274e-04   6.667289e-15   198
  2.894063e-01   6.474893e-14   1.331357e-04   3.237865e-15   552
  2.902381e-01   9.068370e-14   1.863809e-04   6.077037e-15   432
  2.909325e-01   8.018634e-14   4.110321e-09   7.030257e-15   168
  2.915153e-01   9.627199e-14   2.310442e-04   6.557632e-15   480
  2.922863e-01   8.226051e-14   4.069010e-09   7.179462e-15   120
  2.926334e-01   8.658401e-14   1.887069e-04   5.760908e-15   336
  2.934802e-01   7.697268e-14   1.331298e-04   4.297263e-15   672
  2.943175e-01   8.307149e-14   1.936554e-04   4.697359e-15   528
  2.947075e-01   4.326403e-14   0.000000e+00   3.868162e-15   168
  2.956085e-01   7.270049e-14   2.160213e-04   4.498199e-15   456
  2.961583e-01   1.105546e-13   1.319260e-04   1.561633e-14   168
  2.967291e-01   7.277312e-14   1.316892e-04   4.328487e-15   504
  2.976778e-01   6.213840e-14   1.694638e-04   5.411016e-15   336
  2.982515e-01   7.536514e-14   1.221633e-04   6.803916e-15   312
  2.988879e-01   7.744899e-14   1.193619e-04   4.899491e-15   504
  2.997254e-01   6.988580e-14   8.281656e-05   3.879362e-15   432
  3.001192e-01   6.103013e-14   1.279790e-04   4.823714e-15   312
  3.009377e-01   6.247586e-14   1.311847e-04   3.622066e-15   384
  3.017923e-01   1.165190e-13   1.114566e-04   1.338950e-14   126
  3.023199e-01   7.957345e-14   1.956913e-04   5.285544e-15   492
  3.029938e-01   9.109301e-14   1.253405e-04   6.258127e-15   528
  3.038360e-01   6.842861e-14   1.273190e-04   4.454751e-15   480
  3.043581e-01   8.384242e-14   1.758905e-04   5.516301e-15   432
  3.051137e-01   6.912832e-14   1.383146e-04   4.839742e-15   440
  3.059913e-01   7.984127e-14   6.878330e-05   6.661400e-15   312
  3.063206e-01   6.570534e-14   1.030775e-04   3.910467e-15   480
  3.069960e-01   6.168363e-14   2.018238e-04   3.464282e-15   408
  3.079829e-01   8.219565e-14   1.208696e-04   5.456693e-15   360
  3.083998e-01   6.470575e-14   1.166348e-04   4.235941e-15   408
  3.091725e-01   6.874608e-14   1.186907e-04   5.172671e-15   456
  3.100425e-01   7.066437e-14   1.134390e-04   5.294755e-15   264
  3.105254e-01   6.624260e-14   1.231098e-04   3.957834e-15   384
  3.112283e-01   5.562292e-14   2.072640e-04   2.619190e-15   672
  3.120409e-01   8.737703e-14   1.239707e-04   7.676441e-15   240
  3.125099e-01   5.697492e-14   1.257992e-04   3.961166e-15   264
  3.131717e-01   4.601894e-14   1.551526e-04   2.457510e-15   624
  3.141593e-01   5.662037e-14   0.000000e+00   7.958314e-15   150
  3.145109e-01   7.960366e-14   1.738607e-04   4.241181e-15   600
  3.152524e-01   9.212209e-14   1.199942e-04   6.206039e-15   672
  3.160921e-01   6.227397e-14   1.128630e-04   4.126463e-15   336
  3.165599e-01   7.763825e-14   1.227621e-04   5.184227e-15   408
  3.173072e-01   6.986960e-14   1.224729e-04   4.877723e-15   408
  3.181385e-01   7.534876e-14   6.192886e-05   5.436490e-15   360
  3.186510e-01   6.917161e-14   2.273829e-04   5.135719e-15   456
  3.192699e-01   6.786883e-14   1.236522e-04   4.713159e-15   384
  3.200577e-01   4.028614e-14   1.141466e-04   2.512452e-15   348
  3.204835e-01   7.931375e-14   1.407202e-04   4.719155e-15   576
  3.212832e-01   6.042924e-14   1.158646e-04   3.737494e-15   504
  3.221013e-01   6.257973e-14   1.634203e-04   3.788600e-15   432
  3.228154e-01   6.855640e-14   2.223325e-04   4.136696e-15   576
  3.233247e-01   5.012709e-14   5.231318e-09   4.760220e-15   264
  3.241325e-01   5.657886e-14   1.769212e-04   2.453530e-15   768
  3.248351e-01   3.629760e-14   2.381921e-04   2.279959e-15   240
  3.253937e-01   5.828140e-14   2.100629e-04   5.844658e-15   192
  3.262073e-01   4.983249e-14   1.546319e-04   3.101831e-15   504
  3.268108e-01   6.802785e-14   2.083724e-04   3.550109e-15   590
  3.273894e-01   7.802886e-14   2.334698e-04   8.699800e-15   384
  3.281151e-01   6.428200e-14   1.951120e-04   4.529945e-15   504
  3.289911e-01   6.834931e-14   1.877651e-04   4.537926e-15   648
  3.298409e-01   5.579217e-14   5.099453e-05   4.307043e-15   504
  3.301835e-01   6.222091e-14   1.163281e-04   5.776790e-15   312
  3.307884e-01   7.213755e-14   1.676002e-04   4.002658e-15   576
  3.316189e-01   6.835065e-14   1.166339e-04   5.567635e-15   240
  3.321030e-01   4.675410e-14   1.178530e-04   2.681440e-15   552
  3.327882e-01   6.659204e-14   1.106612e-04   4.209300e-15   600
  3.337643e-01   5.668687e-14   1.351639e-04   4.637720e-15   600
  3.343511e-01   4.806172e-14   2.164544e-04   3.903614e-15   312
  3.349356e-01   6.216892e-14   1.885103e-04   4.053318e-15   480
  3.356656e-01   4.448773e-14   1.176123e-04   2.620815e-15   576
  3.363084e-01   6.038891e-14   1.893814e-04   4.435156e-15   408
