# power spectrum of B
# redshift z=0.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  2.812867e-01   4.753682e-18   2.204550e-04   2.343651e-19   504
  2.821143e-01   5.048181e-18   3.390842e-09   4.178608e-19   144
  2.826350e-01   3.158335e-18   1.415850e-04   1.220123e-19   464
  2.834173e-01   3.862516e-18   2.077839e-04   2.311488e-19   432
  2.837886e-01   3.263241e-18   0.000000e+00   2.090455e-19   192
  2.847481e-01   3.435993e-18   1.540373e-04   1.725871e-19   396
  2.853147e-01   3.176806e-18   1.383680e-04   2.062775e-19   288
  2.858874e-01   3.000598e-18   1.366839e-04   1.906151e-19   336
  2.868021e-01   3.446295e-18   8.655099e-05   1.693733e-19   432
  2.873827e-01   2.974513e-18   2.243281e-04   1.490657e-19   360
  2.880345e-01   3.730663e-18   1.326934e-04   1.674459e-19   384
  2.889603e-01   3.498805e-18   1.171274e-04   2.826071e-19   198
  2.894063e-01   3.060575e-18   1.331357e-04   1.408384e-19   552
  2.902381e-01   4.126817e-18   1.863809e-04   2.614111e-19   432
  2.909325e-01   3.069087e-18   4.110321e-09   2.744939e-19   168
  2.915153e-01   3.833460e-18   2.310442e-04   1.834176e-19   480
  2.922863e-01   2.702519e-18   4.069010e-09   2.263859e-19   120
  2.926334e-01   3.649494e-18   1.887069e-04   2.461602e-19   336
  2.934802e-01   2.936249e-18   1.331298e-04   1.119409e-19   672
  2.943175e-01   3.639565e-18   1.936554e-04   1.691814e-19   528
  2.947075e-01   2.158662e-18   0.000000e+00   1.321419e-19   168
  2.956085e-01   3.050579e-18   2.160213e-04   1.642620e-19   456
  2.961583e-01   3.462109e-18   1.319260e-04   2.593078e-19   168
  2.967291e-01   2.832586e-18   1.316892e-04   1.201459e-19   504
  2.976778e-01   2.286357e-18   1.694638e-04   1.184731e-19   336
  2.982515e-01   3.147527e-18   1.221633e-04   2.136458e-19   312
  2.988879e-01   2.851360e-18   1.193619e-04   1.409441e-19   504
  2.997254e-01   2.499894e-18   8.281656e-05   1.079246e-19   432
  3.001192e-01   2.702964e-18   1.279790e-04   1.372244e-19   312
  3.009377e-01   2.508661e-18   1.311847e-04   1.213105e-19   384
  3.017923e-01   4.043162e-18   1.114566e-04   4.521210e-19   126
  3.023199e-01   3.344453e-18   1.956913e-04   1.861166e-19   492
  3.029938e-01   3.126555e-18   1.253405e-04   1.695704e-19   528
  3.038360e-01   2.586628e-18   1.273190e-04   1.235516e-19   480
  3.043581e-01   3.565801e-18   1.758905e-04   1.978244e-19   432
  3.051137e-01   2.768986e-18   1.383146e-04   1.461292e-19   440
  3.059913e-01   3.314200e-18   6.878330e-05   2.025448e-19   312
