# background statistics
# All the values except 'a' and 'T00' are computed in the hiclass.
# The quantities rho_x, rho_x_prime are in unit of hiclass, T00 is in the k-evolution code's unit
# Constant values at end of file:
# fourpiG   =             4.172438e-02
# H0[1/Mpc] =             2.253426e-04

# 0:cycle      1:tau/boxsize            2:a                      3:z                      4:H [1/Mpc]              5:Hconf                  6:Hconf_prime            7:Hconf_prime_prime      8:rho_cdm                9:rho_b                  10:rho_g                 11:rho_ur                12:rho_crit              13:rho_smg               14:p_smg                 15:rho_smg_prime         16:p_smg_prime           17:alpha_K               18:alpha_B               19:alpha_K_prime         20:alpha_B_prime         21:cs2                   22:cs2num                23:kin (D)               24:phi(k=0)              25:T00_hom               26:T00_KGB_hom          
 73              2.728141e+00             2.050725e-02             4.776324e+01             4.317110e-02             6.552492e-01             -2.176725e-01            1.465795e-01             1.553069e-03             2.842433e-04             1.555730e-05             1.076205e-05             1.863743e-03             1.121026e-07             -1.008923e-07            -2.977402e-11            2.679661e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.425794e-08            -2.827738e-01            3.000000e+06             6.218849e-09             3.120460e-01             -2.839683e-09           
 74              2.743403e+00             2.071283e-02             4.727926e+01             4.252703e-02             6.519442e-01             -2.154519e-01            1.444072e-01             1.507283e-03             2.758635e-04             1.494880e-05             1.034111e-05             1.808548e-03             1.117676e-07             -1.005909e-07            -2.953533e-11            2.658179e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.424826e-08            -2.827448e-01            3.000000e+06             6.287412e-09             3.120460e-01             -2.861655e-09           
 75              2.758741e+00             2.092047e-02             4.680008e+01             4.189260e-02             6.486564e-01             -2.132544e-01            1.421358e-01             1.462847e-03             2.677308e-04             1.436410e-05             9.936634e-06             1.754990e-03             1.114337e-07             -1.002903e-07            -2.929857e-11            2.636871e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.423866e-08            -2.827160e-01            3.000000e+06             6.356041e-09             3.120460e-01             -2.883834e-09           
 76              2.774158e+00             2.113019e-02             4.632566e+01             4.126766e-02             6.453855e-01             -2.110801e-01            1.399648e-01             1.419721e-03             2.598379e-04             1.380227e-05             9.547978e-06             1.703020e-03             1.111007e-07             -9.999065e-08            -2.906373e-11            2.615736e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.422913e-08            -2.826874e-01            3.000000e+06             6.424750e-09             3.120460e-01             -2.906219e-09           
 77              2.789652e+00             2.134201e-02             4.585594e+01             4.065208e-02             6.421316e-01             -2.089282e-01            1.378132e-01             1.377866e-03             2.521776e-04             1.326241e-05             9.174523e-06             1.652591e-03             1.107688e-07             -9.969188e-08            -2.883079e-11            2.594772e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.421968e-08            -2.826591e-01            3.000000e+06             6.493553e-09             3.120460e-01             -2.928814e-09           
 78              2.805226e+00             2.155596e-02             4.539089e+01             4.004570e-02             6.388946e-01             -2.067991e-01            1.356464e-01             1.337245e-03             2.447432e-04             1.274367e-05             8.815675e-06             1.603658e-03             1.104378e-07             -9.939401e-08            -2.859975e-11            2.573977e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.421030e-08            -2.826309e-01            3.000000e+06             6.562465e-09             3.120460e-01             -2.951621e-09           
 79              2.820878e+00             2.177205e-02             4.493045e+01             3.944840e-02             6.356743e-01             -2.046919e-01            1.336092e-01             1.297822e-03             2.375279e-04             1.224522e-05             8.470863e-06             1.556176e-03             1.101078e-07             -9.909702e-08            -2.837057e-11            2.553351e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.420099e-08            -2.826030e-01            3.000000e+06             6.631499e-09             3.120460e-01             -2.974640e-09           
 80              2.836609e+00             2.199031e-02             4.447458e+01             3.886003e-02             6.324707e-01             -2.026068e-01            1.314671e-01             1.259561e-03             2.305253e-04             1.176627e-05             8.139537e-06             1.510102e-03             1.097788e-07             -9.880093e-08            -2.814324e-11            2.532892e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.419176e-08            -2.825753e-01            3.000000e+06             6.700670e-09             3.120460e-01             -2.997874e-09           
 81              2.852420e+00             2.221075e-02             4.402324e+01             3.828046e-02             6.292836e-01             -2.005434e-01            1.295209e-01             1.222428e-03             2.237292e-04             1.130605e-05             7.821171e-06             1.465394e-03             1.094508e-07             -9.850571e-08            -2.791776e-11            2.512598e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.418259e-08            -2.825478e-01            3.000000e+06             6.769992e-09             3.120460e-01             -3.021326e-09           
 82              2.868311e+00             2.243341e-02             4.357637e+01             3.770956e-02             6.261130e-01             -1.985014e-01            1.274910e-01             1.186389e-03             2.171335e-04             1.086383e-05             7.515257e-06             1.422011e-03             1.091238e-07             -9.821138e-08            -2.769410e-11            2.492469e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.417349e-08            -2.825205e-01            3.000000e+06             6.839476e-09             3.120459e-01             -3.044997e-09           
 83              2.884283e+00             2.265830e-02             4.313395e+01             3.714720e-02             6.229588e-01             -1.964809e-01            1.255457e-01             1.151413e-03             2.107321e-04             1.043890e-05             7.221308e-06             1.379915e-03             1.087977e-07             -9.791793e-08            -2.747226e-11            2.472503e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.416445e-08            -2.824934e-01            3.000000e+06             6.909138e-09             3.120459e-01             -3.068888e-09           
 84              2.900335e+00             2.288544e-02             4.269591e+01             3.659325e-02             6.198209e-01             -1.944812e-01            1.236228e-01             1.117469e-03             2.045195e-04             1.003060e-05             6.938857e-06             1.339066e-03             1.084726e-07             -9.762536e-08            -2.725220e-11            2.452698e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.415548e-08            -2.824665e-01            3.000000e+06             6.978989e-09             3.120459e-01             -3.093003e-09           
 85              2.916469e+00             2.311486e-02             4.226222e+01             3.604759e-02             6.166992e-01             -1.925025e-01            1.216809e-01             1.084524e-03             1.984901e-04             9.638267e-06             6.667453e-06             1.299428e-03             1.081485e-07             -9.733366e-08            -2.703393e-11            2.433054e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.414658e-08            -2.824398e-01            3.000000e+06             7.049044e-09             3.120459e-01             -3.117343e-09           
 86              2.932684e+00             2.334658e-02             4.183283e+01             3.551008e-02             6.135936e-01             -1.905442e-01            1.198602e-01             1.052552e-03             1.926384e-04             9.261280e-06             6.406665e-06             1.260966e-03             1.078254e-07             -9.704283e-08            -2.681742e-11            2.413568e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.413774e-08            -2.824132e-01            3.000000e+06             7.119314e-09             3.120459e-01             -3.141910e-09           
 87              2.948981e+00             2.358062e-02             4.140771e+01             3.498061e-02             6.105041e-01             -1.886063e-01            1.179452e-01             1.021521e-03             1.869592e-04             8.899038e-06             6.156077e-06             1.223643e-03             1.075032e-07             -9.675287e-08            -2.660267e-11            2.394240e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.412896e-08            -2.823869e-01            3.000000e+06             7.189812e-09             3.120459e-01             -3.166707e-09           
 88              2.965361e+00             2.381701e-02             4.098680e+01             3.445906e-02             6.074305e-01             -1.866885e-01            1.162008e-01             9.914057e-04             1.814475e-04             8.550964e-06             5.915290e-06             1.187427e-03             1.071820e-07             -9.646377e-08            -2.638965e-11            2.375068e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.412024e-08            -2.823608e-01            3.000000e+06             7.260552e-09             3.120459e-01             -3.191735e-09           
 89              2.981824e+00             2.405577e-02             4.057008e+01             3.394530e-02             6.043727e-01             -1.847906e-01            1.143860e-01             9.621780e-04             1.760982e-04             8.216504e-06             5.683922e-06             1.152284e-03             1.068617e-07             -9.617554e-08            -2.617835e-11            2.356051e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.411158e-08            -2.823348e-01            3.000000e+06             7.331545e-09             3.120459e-01             -3.216997e-09           
 90              2.998370e+00             2.429692e-02             4.015748e+01             3.343923e-02             6.013308e-01             -1.829125e-01            1.126422e-01             9.338120e-04             1.709066e-04             7.895127e-06             5.461603e-06             1.118182e-03             1.065424e-07             -9.588817e-08            -2.596876e-11            2.337188e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.410298e-08            -2.823090e-01            3.000000e+06             7.402803e-09             3.120459e-01             -3.242494e-09           
 91              3.015000e+00             2.454049e-02             3.974899e+01             3.294072e-02             5.983045e-01             -1.810538e-01            1.109231e-01             9.062822e-04             1.658681e-04             7.586319e-06             5.247979e-06             1.085091e-03             1.062241e-07             -9.560166e-08            -2.576086e-11            2.318478e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.409444e-08            -2.822833e-01            3.000000e+06             7.474340e-09             3.120459e-01             -3.268229e-09           
 92              3.031714e+00             2.478650e-02             3.934454e+01             3.244966e-02             5.952938e-01             -1.792144e-01            1.091820e-01             8.795640e-04             1.609782e-04             7.289590e-06             5.042711e-06             1.052980e-03             1.059067e-07             -9.531601e-08            -2.555465e-11            2.299918e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.408595e-08            -2.822579e-01            3.000000e+06             7.546166e-09             3.120459e-01             -3.294205e-09           
 93              3.048512e+00             2.503498e-02             3.894412e+01             3.196594e-02             5.922986e-01             -1.773940e-01            1.075543e-01             8.536335e-04             1.562323e-04             7.004467e-06             4.845472e-06             1.021821e-03             1.055902e-07             -9.503121e-08            -2.535010e-11            2.281509e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.407752e-08            -2.822326e-01            3.000000e+06             7.618293e-09             3.120459e-01             -3.320423e-09           
 94              3.065396e+00             2.528594e-02             3.854766e+01             3.148945e-02             5.893188e-01             -1.755925e-01            1.058416e-01             8.284674e-04             1.516264e-04             6.730496e-06             4.655948e-06             9.915856e-04             1.052747e-07             -9.474726e-08            -2.514720e-11            2.263248e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.406914e-08            -2.822074e-01            3.000000e+06             7.690735e-09             3.120459e-01             -3.346885e-09           
 95              3.082364e+00             2.553943e-02             3.815514e+01             3.102008e-02             5.863544e-01             -1.738098e-01            1.042775e-01             8.040433e-04             1.471563e-04             6.467242e-06             4.473836e-06             9.622457e-04             1.049602e-07             -9.446416e-08            -2.494594e-11            2.245135e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.406081e-08            -2.821824e-01            3.000000e+06             7.763501e-09             3.120459e-01             -3.373594e-09           
 96              3.099419e+00             2.579546e-02             3.776652e+01             3.055773e-02             5.834052e-01             -1.720453e-01            1.026545e-01             7.803392e-04             1.428180e-04             6.214284e-06             4.298848e-06             9.337750e-04             1.046466e-07             -9.418190e-08            -2.474631e-11            2.227168e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.405253e-08            -2.821576e-01            3.000000e+06             7.836604e-09             3.120459e-01             -3.400552e-09           
 97              3.116560e+00             2.605405e-02             3.738175e+01             3.010229e-02             5.804712e-01             -1.702993e-01            1.010906e-01             7.573339e-04             1.386076e-04             5.971220e-06             4.130704e-06             9.061477e-04             1.043339e-07             -9.390049e-08            -2.454829e-11            2.209346e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.404430e-08            -2.821329e-01            3.000000e+06             7.910055e-09             3.120459e-01             -3.427762e-09           
 98              3.133787e+00             2.631523e-02             3.700080e+01             2.965365e-02             5.775523e-01             -1.685711e-01            9.955316e-02             7.350068e-04             1.345212e-04             5.737663e-06             3.969136e-06             8.793389e-04             1.040221e-07             -9.361991e-08            -2.435187e-11            2.191668e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.403612e-08            -2.821084e-01            3.000000e+06             7.983866e-09             3.120459e-01             -3.455226e-09           
 99              3.151102e+00             2.657904e-02             3.662364e+01             2.921171e-02             5.746485e-01             -1.668610e-01            9.799152e-02             7.133380e-04             1.305554e-04             5.513241e-06             3.813888e-06             8.533242e-04             1.037113e-07             -9.334018e-08            -2.415704e-11            2.174133e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.402798e-08            -2.820840e-01            3.000000e+06             8.058048e-09             3.120459e-01             -3.482945e-09           
 100             3.168503e+00             2.684548e-02             3.625021e+01             2.877638e-02             5.717595e-01             -1.651684e-01            9.653580e-02             6.923080e-04             1.267065e-04             5.297597e-06             3.664713e-06             8.280802e-04             1.034014e-07             -9.306128e-08            -2.396377e-11            2.156740e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.401990e-08            -2.820597e-01            3.000000e+06             8.132612e-09             3.120459e-01             -3.510923e-09           
 101             3.185993e+00             2.711460e-02             3.588050e+01             2.834755e-02             5.688854e-01             -1.634934e-01            9.500359e-02             6.718979e-04             1.229710e-04             5.090388e-06             3.521372e-06             8.035838e-04             1.030925e-07             -9.278322e-08            -2.377207e-11            2.139486e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.401185e-08            -2.820356e-01            3.000000e+06             8.207569e-09             3.120459e-01             -3.539162e-09           
 102             3.203572e+00             2.738642e-02             3.551445e+01             2.792513e-02             5.660261e-01             -1.618357e-01            9.360054e-02             6.520896e-04             1.193457e-04             4.891284e-06             3.383638e-06             7.798130e-04             1.027844e-07             -9.250598e-08            -2.358191e-11            2.122372e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.400385e-08            -2.820116e-01            3.000000e+06             8.282930e-09             3.120459e-01             -3.567664e-09           
 103             3.221239e+00             2.766096e-02             3.515203e+01             2.750902e-02             5.631815e-01             -1.601950e-01            9.214853e-02             6.328652e-04             1.158272e-04             4.699967e-06             3.251291e-06             7.567462e-04             1.024773e-07             -9.222958e-08            -2.339329e-11            2.105396e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.399589e-08            -2.819877e-01            3.000000e+06             8.358706e-09             3.120459e-01             -3.596432e-09           
 104             3.238995e+00             2.793825e-02             3.479322e+01             2.709912e-02             5.603515e-01             -1.585714e-01            9.074553e-02             6.142076e-04             1.124125e-04             4.516133e-06             3.124120e-06             7.343625e-04             1.021711e-07             -9.195400e-08            -2.320619e-11            2.088557e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.398796e-08            -2.819639e-01            3.000000e+06             8.434908e-09             3.120459e-01             -3.625468e-09           
 105             3.256841e+00             2.821833e-02             3.443796e+01             2.669535e-02             5.575360e-01             -1.569643e-01            8.937009e-02             5.961000e-04             1.090985e-04             4.339490e-06             3.001924e-06             7.126417e-04             1.018658e-07             -9.167924e-08            -2.302060e-11            2.071854e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.398008e-08            -2.819403e-01            3.000000e+06             8.511548e-09             3.120459e-01             -3.654775e-09           
 106             3.274777e+00             2.850121e-02             3.408623e+01             2.629761e-02             5.547350e-01             -1.553740e-01            8.796895e-02             5.785263e-04             1.058821e-04             4.169756e-06             2.884507e-06             6.915642e-04             1.015615e-07             -9.140531e-08            -2.283651e-11            2.055286e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.397224e-08            -2.819167e-01            3.000000e+06             8.588635e-09             3.120459e-01             -3.684355e-09           
 107             3.292804e+00             2.878693e-02             3.373799e+01             2.590581e-02             5.519483e-01             -1.537999e-01            8.666660e-02             5.614706e-04             1.027606e-04             4.006660e-06             2.771683e-06             6.711108e-04             1.012580e-07             -9.113219e-08            -2.265390e-11            2.038851e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.396442e-08            -2.818933e-01            3.000000e+06             8.666180e-09             3.120459e-01             -3.714211e-09           
 108             3.310921e+00             2.907551e-02             3.339321e+01             2.551986e-02             5.491760e-01             -1.522421e-01            8.529537e-02             5.449178e-04             9.973107e-05             3.849944e-06             2.663272e-06             6.512630e-04             1.009554e-07             -9.085989e-08            -2.247276e-11            2.022549e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.395665e-08            -2.818700e-01            3.000000e+06             8.744194e-09             3.120459e-01             -3.744345e-09           
 109             3.329130e+00             2.936699e-02             3.305184e+01             2.513967e-02             5.464179e-01             -1.507004e-01            8.403641e-02             5.288529e-04             9.679087e-05             3.699358e-06             2.559101e-06             6.320029e-04             1.006538e-07             -9.058840e-08            -2.229309e-11            2.006378e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.394890e-08            -2.818467e-01            3.000000e+06             8.822688e-09             3.120459e-01             -3.774761e-09           
 110             3.347431e+00             2.966138e-02             3.271387e+01             2.476516e-02             5.436739e-01             -1.491744e-01            8.273696e-02             5.132617e-04             9.393736e-05             3.554662e-06             2.459004e-06             6.133131e-04             1.003530e-07             -9.031772e-08            -2.211486e-11            1.990338e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.394119e-08            -2.818236e-01            3.000000e+06             8.901672e-09             3.120459e-01             -3.805459e-09           
 111             3.365825e+00             2.995873e-02             3.237925e+01             2.439624e-02             5.409440e-01             -1.476643e-01            8.147790e-02             4.981301e-04             9.116797e-05             3.415625e-06             2.362823e-06             5.951765e-04             1.000532e-07             -9.004786e-08            -2.193807e-11            1.974426e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.393351e-08            -2.818005e-01            3.000000e+06             8.981156e-09             3.120459e-01             -3.836444e-09           
 112             3.384311e+00             3.025906e-02             3.204795e+01             2.403283e-02             5.382281e-01             -1.461696e-01            8.024697e-02             4.834446e-04             8.848022e-05             3.282027e-06             2.270404e-06             5.775770e-04             9.975422e-08             -8.977879e-08            -2.176271e-11            1.958644e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.392585e-08            -2.817776e-01            3.000000e+06             9.061152e-09             3.120459e-01             -3.867718e-09           
 113             3.402890e+00             3.056240e-02             3.171994e+01             2.367485e-02             5.355261e-01             -1.446904e-01            7.898943e-02             4.691920e-04             8.587171e-05             3.153654e-06             2.181599e-06             5.604984e-04             9.945615e-08             -8.951054e-08            -2.158875e-11            1.942988e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.391823e-08            -2.817547e-01            3.000000e+06             9.141668e-09             3.120459e-01             -3.899283e-09           
 114             3.421564e+00             3.086878e-02             3.139519e+01             2.332221e-02             5.328380e-01             -1.432263e-01            7.782393e-02             4.553596e-04             8.334011e-05             3.030302e-06             2.096268e-06             5.439255e-04             9.915898e-08             -8.924308e-08            -2.141620e-11            1.927458e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.391062e-08            -2.817319e-01            3.000000e+06             9.222717e-09             3.120459e-01             -3.931143e-09           
 115             3.440331e+00             3.117823e-02             3.107366e+01             2.297484e-02             5.301636e-01             -1.417772e-01            7.659641e-02             4.419351e-04             8.088313e-05             2.911775e-06             2.014275e-06             5.278431e-04             9.886269e-08             -8.897642e-08            -2.124504e-11            1.912054e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.390304e-08            -2.817092e-01            3.000000e+06             9.304307e-09             3.120459e-01             -3.963299e-09           
 116             3.459193e+00             3.149079e-02             3.075532e+01             2.263265e-02             5.275030e-01             -1.403431e-01            7.546638e-02             4.289062e-04             7.849859e-05             2.797884e-06             1.935489e-06             5.122368e-04             9.856729e-08             -8.871056e-08            -2.107526e-11            1.896774e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.389549e-08            -2.816865e-01            3.000000e+06             9.386450e-09             3.120459e-01             -3.995755e-09           
 117             3.478150e+00             3.180648e-02             3.044014e+01             2.229557e-02             5.248560e-01             -1.389236e-01            7.430311e-02             4.162615e-04             7.618435e-05             2.688447e-06             1.859784e-06             4.970924e-04             9.827278e-08             -8.844550e-08            -2.090685e-11            1.881617e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.388795e-08            -2.816639e-01            3.000000e+06             9.469156e-09             3.120459e-01             -4.028514e-09           
 118             3.497203e+00             3.212533e-02             3.012808e+01             2.196352e-02             5.222225e-01             -1.375188e-01            7.317286e-02             4.039896e-04             7.393834e-05             2.583292e-06             1.787041e-06             4.823963e-04             9.797914e-08             -8.818122e-08            -2.073979e-11            1.866581e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.388043e-08            -2.816413e-01            3.000000e+06             9.552434e-09             3.120459e-01             -4.061579e-09           
 119             3.516352e+00             3.244738e-02             2.981913e+01             2.163643e-02             5.196025e-01             -1.361282e-01            7.207095e-02             3.920795e-04             7.175854e-05             2.482249e-06             1.717142e-06             4.681351e-04             9.768638e-08             -8.791774e-08            -2.057408e-11            1.851667e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.387293e-08            -2.816188e-01            3.000000e+06             9.636295e-09             3.120459e-01             -4.094951e-09           
 120             3.535598e+00             3.277266e-02             2.951324e+01             2.131422e-02             5.169959e-01             -1.347521e-01            7.094195e-02             3.805204e-04             6.964300e-05             2.385158e-06             1.649978e-06             4.542960e-04             9.739449e-08             -8.765504e-08            -2.040971e-11            1.836874e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.386544e-08            -2.815964e-01            3.000000e+06             9.720750e-09             3.120459e-01             -4.128635e-09           
 121             3.554940e+00             3.310120e-02             2.921039e+01             2.099682e-02             5.144027e-01             -1.333900e-01            6.989862e-02             3.693022e-04             6.758984e-05             2.291865e-06             1.585441e-06             4.408664e-04             9.710348e-08             -8.739313e-08            -2.024665e-11            1.822199e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.385797e-08            -2.815739e-01            3.000000e+06             9.805807e-09             3.120459e-01             -4.162633e-09           
 122             3.574380e+00             3.343303e-02             2.891054e+01             2.068416e-02             5.118227e-01             -1.320418e-01            6.879942e-02             3.584147e-04             6.559720e-05             2.202221e-06             1.523428e-06             4.278343e-04             9.681333e-08             -8.713200e-08            -2.008491e-11            1.807642e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.385051e-08            -2.815516e-01            3.000000e+06             9.891479e-09             3.120459e-01             -4.196948e-09           
 123             3.593918e+00             3.376819e-02             2.861367e+01             2.037616e-02             5.092560e-01             -1.307075e-01            6.778482e-02             3.478481e-04             6.366331e-05             2.116083e-06             1.463840e-06             4.151879e-04             9.652406e-08             -8.687165e-08            -1.992448e-11            1.793203e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.384306e-08            -2.815292e-01            3.000000e+06             9.977773e-09             3.120459e-01             -4.231583e-09           
 124             3.613555e+00             3.410671e-02             2.831974e+01             2.007276e-02             5.067023e-01             -1.293868e-01            6.674318e-02             3.375931e-04             6.178643e-05             2.033315e-06             1.406584e-06             4.029157e-04             9.623564e-08             -8.661208e-08            -1.976533e-11            1.778880e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.383562e-08            -2.815069e-01            3.000000e+06             1.006470e-08             3.120459e-01             -4.266541e-09           
 125             3.633290e+00             3.444862e-02             2.802874e+01             1.977389e-02             5.041617e-01             -1.280797e-01            6.572827e-02             3.276404e-04             5.996488e-05             1.953783e-06             1.351567e-06             3.910066e-04             9.594809e-08             -8.635328e-08            -1.960747e-11            1.764672e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.382818e-08            -2.814846e-01            3.000000e+06             1.015227e-08             3.120459e-01             -4.301824e-09           
 126             3.653125e+00             3.479396e-02             2.774062e+01             1.947947e-02             5.016342e-01             -1.267859e-01            6.474158e-02             3.179811e-04             5.819703e-05             1.877363e-06             1.298701e-06             3.794499e-04             9.566140e-08             -8.609526e-08            -1.945087e-11            1.750578e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.382075e-08            -2.814623e-01            3.000000e+06             1.024050e-08             3.120459e-01             -4.337437e-09           
 127             3.673060e+00             3.514277e-02             2.745536e+01             1.918945e-02             4.991195e-01             -1.255054e-01            6.372772e-02             3.086066e-04             5.648130e-05             1.803932e-06             1.247904e-06             3.682351e-04             9.537556e-08             -8.583801e-08            -1.929554e-11            1.736598e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.381332e-08            -2.814400e-01            3.000000e+06             1.032939e-08             3.120459e-01             -4.373382e-09           
 128             3.693095e+00             3.549506e-02             2.717293e+01             1.890376e-02             4.966177e-01             -1.242379e-01            6.279349e-02             2.995084e-04             5.481616e-05             1.733373e-06             1.199093e-06             3.573522e-04             9.509058e-08             -8.558152e-08            -1.914145e-11            1.722731e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.380589e-08            -2.814177e-01            3.000000e+06             1.041895e-08             3.120459e-01             -4.409663e-09           
 129             3.713231e+00             3.585090e-02             2.689331e+01             1.862233e-02             4.941287e-01             -1.229834e-01            6.180896e-02             2.906785e-04             5.320010e-05             1.665573e-06             1.152192e-06             3.467912e-04             9.480645e-08             -8.532581e-08            -1.898861e-11            1.708975e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.379846e-08            -2.813954e-01            3.000000e+06             1.050920e-08             3.120459e-01             -4.446282e-09           
 130             3.733469e+00             3.621029e-02             2.661646e+01             1.834510e-02             4.916524e-01             -1.217418e-01            6.089774e-02             2.821089e-04             5.163169e-05             1.600426e-06             1.107125e-06             3.365427e-04             9.452317e-08             -8.507085e-08            -1.883700e-11            1.695330e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.379103e-08            -2.813731e-01            3.000000e+06             1.060015e-08             3.120459e-01             -4.483242e-09           
 131             3.753809e+00             3.657330e-02             2.634235e+01             1.807200e-02             4.891887e-01             -1.205127e-01            5.996477e-02             2.737920e-04             5.010951e-05             1.537827e-06             1.063821e-06             3.265974e-04             9.424073e-08             -8.481666e-08            -1.868660e-11            1.681794e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.378359e-08            -2.813508e-01            3.000000e+06             1.069179e-08             3.120459e-01             -4.520547e-09           
 132             3.774251e+00             3.693994e-02             2.607097e+01             1.780298e-02             4.867377e-01             -1.192963e-01            5.905321e-02             2.657202e-04             4.863221e-05             1.477676e-06             1.022210e-06             3.169462e-04             9.395914e-08             -8.456323e-08            -1.853742e-11            1.668368e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.377615e-08            -2.813285e-01            3.000000e+06             1.078415e-08             3.120459e-01             -4.558200e-09           
 133             3.794795e+00             3.731025e-02             2.580228e+01             1.753798e-02             4.842991e-01             -1.180922e-01            5.816947e-02             2.578864e-04             4.719847e-05             1.419878e-06             9.822274e-07             3.075806e-04             9.367839e-08             -8.431055e-08            -1.838943e-11            1.655049e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.376869e-08            -2.813061e-01            3.000000e+06             1.087724e-08             3.120459e-01             -4.596205e-09           
 134             3.815444e+00             3.768428e-02             2.553626e+01             1.727692e-02             4.818731e-01             -1.169005e-01            5.725876e-02             2.502835e-04             4.580699e-05             1.364341e-06             9.438084e-07             2.984921e-04             9.339848e-08             -8.405863e-08            -1.824264e-11            1.641838e-11             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.376123e-08            -2.812837e-01            3.000000e+06             1.097106e-08             3.120459e-01             -4.634564e-09           
