# cross power spectrum of delta_m and  delta_kgb
# redshift z=0.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  2.889603e-01   1.229826e-02   1.171274e-04   9.658200e-04   198
  2.894063e-01   1.171733e-02   1.331357e-04   5.120269e-04   552
  2.902381e-01   1.522230e-02   1.863809e-04   8.858962e-04   432
  2.909325e-01   1.503515e-02   4.110321e-09   1.285760e-03   168
  2.915153e-01   1.624297e-02   2.310442e-04   9.416275e-04   480
  2.922863e-01   1.602045e-02   4.069010e-09   1.388332e-03   120
  2.926334e-01   1.574687e-02   1.887069e-04   9.170756e-04   336
  2.934802e-01   1.419140e-02   1.331298e-04   6.978272e-04   672
  2.943175e-01   1.490060e-02   1.936554e-04   7.593491e-04   528
  2.947075e-01   9.157008e-03   0.000000e+00   7.986427e-04   168
  2.956085e-01   1.387023e-02   2.160213e-04   7.940787e-04   456
  2.961583e-01   1.887256e-02   1.319260e-04   2.410352e-03   168
  2.967291e-01   1.399984e-02   1.316892e-04   7.396498e-04   504
  2.976778e-01   1.308010e-02   1.694638e-04   9.464535e-04   336
  2.982515e-01   1.452469e-02   1.221633e-04   1.168931e-03   312
  2.988879e-01   1.499961e-02   1.193619e-04   8.417803e-04   504
  2.997254e-01   1.445289e-02   8.281656e-05   7.585315e-04   432
  3.001192e-01   1.227229e-02   1.279790e-04   8.478402e-04   312
  3.009377e-01   1.272037e-02   1.311847e-04   6.824468e-04   384
  3.017923e-01   2.113071e-02   1.114566e-04   2.236404e-03   126
  3.023199e-01   1.527288e-02   1.956913e-04   8.434874e-04   492
  3.029938e-01   1.722745e-02   1.253405e-04   1.014026e-03   528
  3.038360e-01   1.373690e-02   1.273190e-04   7.383324e-04   480
  3.043581e-01   1.643225e-02   1.758905e-04   9.479085e-04   432
  3.051137e-01   1.359761e-02   1.383146e-04   8.182599e-04   440
  3.059913e-01   1.472910e-02   6.878330e-05   1.070756e-03   312
  3.063206e-01   1.374156e-02   1.030775e-04   7.043813e-04   480
  3.069960e-01   1.302126e-02   2.018238e-04   6.587012e-04   408
  3.079829e-01   1.612831e-02   1.208696e-04   9.608859e-04   360
  3.083998e-01   1.361630e-02   1.166348e-04   7.699333e-04   408
  3.091725e-01   1.482082e-02   1.186907e-04   9.316119e-04   456
  3.100425e-01   1.487933e-02   1.134390e-04   1.016099e-03   264
  3.105254e-01   1.409206e-02   1.231098e-04   7.571755e-04   384
  3.112283e-01   1.235323e-02   2.072640e-04   5.367221e-04   672
  3.120409e-01   1.773687e-02   1.239707e-04   1.430592e-03   240
  3.125099e-01   1.322703e-02   1.257992e-04   8.782885e-04   264
  3.131717e-01   1.116177e-02   1.551526e-04   5.295540e-04   624
  3.141593e-01   1.252891e-02   0.000000e+00   1.347986e-03   150
  3.145109e-01   1.664074e-02   1.738607e-04   7.826426e-04   600
  3.152524e-01   1.870865e-02   1.199942e-04   1.056294e-03   672
  3.160921e-01   1.399704e-02   1.128630e-04   8.200559e-04   336
  3.165599e-01   1.605278e-02   1.227621e-04   9.178300e-04   408
  3.173072e-01   1.466168e-02   1.224729e-04   8.590294e-04   408
